       team_name       |   first_name   |      last_name      |  avg  | n  
 BYU                   | Brittni        | Wilde               |       |  4
 Alabama               | Mackenzie      | Valentin            |       |  3
 Ball State            | Katie          | Honarmand           |       | 11
 Sacramento State      | Anneke         | Klaver              |       |  6
 Pennsylvania          | Amber          | Hu                  |       | 10
 North Carolina State  | Aubrey         | Hine                |       | 11
 Southern Utah         | Kirsten        | YEE                 |       |  9
 North Carolina State  | Courtney       | Bisbe               |       |  3
 North Carolina        | Acacia         | Cosentino           |       | 10
 Maryland              | Evelyn         | Nee                 |       | 11
 UCLA                  | Hallie         | Mossett             |       | 10
 Cornell               | Anna           | Huang               |       | 11
 Kentucky              | Montana        | Whittle             |       | 11
 Towson University     | Vicki          | Vesecky             |       | 12
 Stanford              | Rebecca        | Wing                |       | 11
 Temple                | Kerry          | Arone               |       | 10
 Ithaca College        | Hannah         | Donnelly            |       |  9
 Utah                  | BECKY          | TUTKA               |       |  8
 Hamline               | Tasha          | Golding             |       | 10
 Rutgers               | Makenzey       | Shank               |       |  3
 Wisconsin-Eau Claire  | Alyssa         | Farmer              |       |  2
 Penn State            | Christina      | Postiglione         |       |  7
 Wisconsin-Whitewater  | Kristen        | Shackelton          |       |  7
 Northern Illinois     | Jamyra         | Carter              |       | 10
 Wisconsin-La Crosse   | Kelsi          | Vomacka             |       | 10
 San Jose State        | Marissa        | Unpingco            |       | 10
 Iowa                  | Caitlin        | Tanzer              |       |  3
 Ball State            | Brooke         | Evans               |       |  9
 Florida               | Bianca         | DancoseGiambattisto |       | 11
 Auburn                | Caryn          | Kadous              |       | 12
 Wisconsin-Whitewater  | Stephanie      | Cross               |       |  9
 Oklahoma              | Erica          | Brewer              |       | 11
 Southern Conn.        | Chelcie        | Rosborough          |       | 11
 George Washington     | Liz            | Pfeiler             |       | 13
 Ursinus College       | Lauren         | Chavis              |       |  9
 Brockport State       | Madison        | O'Braitis           |       | 10
 Lindenwood University | MacKenzie      | McMullan            |       |  2
 Northern Illinois     | Lauren         | Africano            |       | 12
 Yale                  | Brittney       | Sooksengdao         |       |  8
 Central Michigan      | Megan          | Lamphere            |       |  9
 Central Michigan      | Miranda        | Wieczoreck          |       |  9
 Eastern Michigan      | Chantelle      | Loehner             |       | 12
 Brockport State       | Natalie        | Manga               |       | 10
 Wisconsin-Whitewater  | Steffi         | Heuer               |       |  9
 Ithaca College        | Kendra         | Balcerak            |       |  9
 Southern Conn.        | Rotem          | Porat               |       | 11
 Maryland              | Ebony          | Walters             |       | 12
 Illinois-Champaign    | Jordan         | Naleway             |       | 12
 BYU                   | Brielle        | Wilchuck            |       | 11
 West Chester          | Cassandra      | Ringer              |       | 10
 Ithaca College        | Margaret       | Nieto               |       |  9
 West Chester          | Katelyn        | Roland              |       |  7
 Texas Woman's         | Courtney       | Cochefski           |       | 12
 Michigan              | Lindsay        | Williams            |       | 11
 Denver                | Brittany       | Franklin            |       |  3
 Rhode Island College  | Kayla          | LaRoche             |       |  1
 Utah State            | Charly         | Belliston           |       | 13
 Ursinus College       | Jillian        | Casarella           |       |  8
 Rhode Island College  | Megan          | McNeil              |       |  2
 UC Davis              | Amanda         | Presswood           |       | 11
 Northern Illinois     | Morgan         | Johnson             |       |  3
 Utah State            | Cidney         | Robinson            |       |  2
 West Virginia         | Brittney       | Harris              |       |  6
 Iowa                  | Lexi           | Mura                |       | 10
 Southern Utah         | Sydney         | TOWNSEND            |       |  9
 Missouri              | Kelli          | Martin              |       |  7
 Wisconsin-La Crosse   | Carly          | Kiesow              |       | 10
 Cornell               | Kaylie         | Cronin              |       |  8
 Ithaca College        | Lara           | Haberle             |       |  9
 Eastern Michigan      | Natalie        | Gervais             |       | 10
 Pittsburgh            | Julia          | Schindel            |       |  6
 Sacramento State      | Kayla          | Wonderly            |       | 12
 Oregon State          | Risa           | Perez               |       | 11
 Michigan State        | Kate           | Filosi              |       |  1
 Centenary College     | Casie          | Hood                |       | 13
 Kentucky              | Kirsten        | Canini              |       |  1
 Rhode Island College  | Meghan         | French              |       |  9
 Boise State           | Marissa        | Wossner             |       |  5
 Texas Woman's         | Abigail        | Versemann           |       |  5
 West Chester          | Alyssa         | Hult                |       | 11
 Minnesota             | Kaitlin        | Rahon               |       | 13
 North Carolina State  | Courtney       | Turner              |       | 11
 Southern Conn.        | Austin         | Page                |       |  2
 Iowa                  | Maryah         | Huntley             |       |  5
 George Washington     | Jessica        | Mishlove            |       | 11
 Seattle Pacific       | Shannon        | ESCARRA             |       | 11
 Eastern Michigan      | Rachel         | Slocum              |       | 12
 Wisconsin-Eau Claire  | Bailey         | Peter               |       |  9
 Maryland              | Stephanie      | Giameo              |       | 12
 Stanford              | Samantha       | Shapiro             |       | 11
 Cortland State        | Allie          | Osmundsen           |       |  9
 Gustavus Adolphus     | Hillary        | Sabourin            |       |  8
 Rutgers               | Aziza          | Day                 |       |  2
 Sacramento State      | Cassie         | Benning             |       | 12
 Utah State            | Destiny        | Ezell               |       |  5
 West Virginia         | Mackenzie      | Myers               |       |  8
 Wisconsin-Oshkosh     | Barbara        | Bass                |       |  8
 Stanford              | Ivana          | Hong                |       | 11
 Hamline               | Sydney         | Tribbet             |       |  4
 Wisconsin-La Crosse   | Katie          | Palluck             |       |  5
 Georgia               | Rachel         | Schick              |       |  6
 Georgia               | Morgan         | Reynolds            |       |  7
 Georgia               | Mary Beth      | Box                 |       | 12
 Ohio State            | Samantha       | Kent                |       | 11
 Wisconsin-La Crosse   | Rachel         | Riesterer           |       | 10
 Winona State          | Olivia         | Cattelino           |       | 12
 Bridgeport            | Brianna        | QUINN               |       |  5
 Pennsylvania          | Kaitlyn        | Reszkowski          |       |  9
 Bridgeport            | Christine      | LIAUTAUD            |       | 13
 Nebraska              | Danielle       | Breen               |       | 11
 Alabama               | Aja            | Sims                |       | 12
 Seattle Pacific       | Alyssa         | ORTIZ               |       |  2
 Lindenwood University | Hannah         | Rector              |       | 11
 Wisconsin-Oshkosh     | Danielle       | Turner              |       |  9
 Wisconsin-Eau Claire  | Bailei         | Hughes              |       |  1
 Utah State            | Keri           | Peel                |       |  7
 Oregon State          | Silvia         | ColussiPelaez       |       | 12
 UIC                   | Katie          | Snyder              |       |  4
 Florida               | Claire         | Boyce               |       | 11
 Penn State            | Nicole         | Medvitz             |       | 10
 Illinois State        | Megan          | Knoernschild        |       |  5
 Northern Illinois     | Peyton         | Taylor              |       |  3
 UC Davis              | Jordan         | Helgesen            |       |  2
 West Virginia         | Jordan         | Gillette            |       |  9
 Auburn                | Kullen         | Hlawek              |       | 11
 Missouri              | Miranda        | Eubank              |       | 11
 Brown                 | Anya           | BarcaHall           |       |  3
 Wisconsin-Eau Claire  | Kellie         | Dougherty           |       |  9
 Washington            | Kaitlyn        | Duranczyk           |       | 10
 New Hampshire         | JESS           | GRACIA              |       | 12
 California            | Alicia         | Gallarzo            |       |  6
 Kent State            | Kelsey         | Lawless             |       |  7
 Springfield College   | Sarah          | Libuda              |       |  4
 L.S.U.                | Randii         | Wyrick              |       | 10
 North Carolina        | Janell         | Sargent             |       | 10
 Georgia               | Kiera          | Brown               |       | 12
 Southern Conn.        | Christine      | Volz                |       | 11
 Illinois-Champaign    | Sunny          | Kato                |       | 12
 Bowling Green         | Rachel         | Reis                |       |  6
 UCLA                  | Mikaela        | Gerber              |       | 10
 Hamline               | Courtney       | Morrison            |       |  9
 Sacramento State      | Brennan        | Bailes              |       |  1
 North Carolina State  | Hannah         | Sobhan              |       |  6
 William & Mary        | MAGGIE         | LUNDEEN             |       | 10
 Centenary College     | Saxon          | Reaux               |       | 12
 Washington            | Fechter        | McKenzie            |       | 11
 Western Michigan      | Jessie         | Peszek              |       | 10
 Penn State            | Alex           | Witt                |       | 11
 Texas Woman's         | Taylor         | Vincent             |       |  7
 Washington            | Jackie         | McCartin            |       | 11
 George Washington     | Taylor         | Redmond             |       | 13
 Maryland              | Danielle       | Kram                |       | 10
 Southern Conn.        | Abigail        | Bensley             |       | 11
 Lindenwood University | Lauren         | Cartmell            |       | 11
 Ball State            | Jessica        | Leko                |       | 12
 Alabama               | Lora Leigh     | Frost               |       | 10
 Towson University     | Bayleigh       | Fobes               |       |  2
 Utah State            | Breyanna       | Aufiero             |       |  8
 San Jose State        | Alyssa         | Kaschak             |       |  6
 Springfield College   | Kelsi          | Levesque            |       |  6
 Stanford              | Jenna          | Frowein             |       |  9
 William & Mary        | STACIA         | RUSE                |       |  9
 Ohio State            | Maggie         | Dunn                |       |  1
 Ursinus College       | Sydney         | Eckert              |       |  3
 Pennsylvania          | Elyse          | Shenberger          |       | 10
 Central Michigan      | Caroline       | Fitzpatrick         |       | 12
 Southern Conn.        | Jennifer       | Rochefort           |       |  1
 Centenary College     | Ronni          | Bear                |       |  1
 Rhode Island College  | Cailee         | Mallory             |       |  6
 Wisconsin-Eau Claire  | Jessica        | Dhaene              |       |  6
 Springfield College   | Brianna        | Kerr                |       | 10
 Springfield College   | Kelsey         | Price               |       |  4
 West Chester          | Meghan         | Brannon             |       | 10
 Winona State          | Cassidy        | Kleven              |       | 11
 UIC                   | Kerensa        | Mitchell            |       |  4
 Northern Illinois     | Katherine      | Prentice            |       |  3
 Pennsylvania          | Alex           | Hartke              |       |  3
 Southern Conn.        | Kathleen       | Aberger             |       |  8
 Iowa State            | Sara           | Townsend            |       | 10
 Winona State          | Melanee        | Pfautz              |       | 12
 Rhode Island College  | Ashley         | Mertins             |       |  1
 Ursinus College       | Katherine      | Norris              |       |  9
 Utah State            | Susie          | Miller              |       | 13
 San Jose State        | Kiley          | Field               |       | 12
 Iowa State            | Sammie         | Pearsall            |       | 12
 Pittsburgh            | Kelly          | Burak               |       | 11
(1161 rows)

